DateTime,Water ( Gallons )
5/24/2016 0:00,935
5/25/2016 0:00,989
5/26/2016 0:00,905
5/27/2016 0:00,1145
5/28/2016 0:00,1238
5/29/2016 0:00,1147
5/30/2016 0:00,1320
5/31/2016 0:00,1358
6/1/2016 0:00,1458
6/2/2016 0:00,1378
6/3/2016 0:00,1467
6/4/2016 0:00,1304
6/5/2016 0:00,944
6/6/2016 0:00,827
6/7/2016 0:00,1290
6/8/2016 0:00,1241
6/9/2016 0:00,1105
6/10/2016 0:00,1211
6/11/2016 0:00,1052
6/12/2016 0:00,667
6/13/2016 0:00,663
6/14/2016 0:00,1044
6/15/2016 0:00,1148
6/16/2016 0:00,1068
6/17/2016 0:00,1279
6/18/2016 0:00,1287
6/19/2016 0:00,683
6/20/2016 0:00,676
6/21/2016 0:00,1202
6/22/2016 0:00,1236
6/23/2016 0:00,1184
6/24/2016 0:00,1177
6/25/2016 0:00,1323
6/26/2016 0:00,699
6/27/2016 0:00,668
6/28/2016 0:00,1122
6/29/2016 0:00,1217
6/30/2016 0:00,1271
7/1/2016 0:00,1246
7/2/2016 0:00,1197
7/3/2016 0:00,667
7/4/2016 0:00,658
7/5/2016 0:00,645
7/6/2016 0:00,1268
7/7/2016 0:00,1343
7/8/2016 0:00,1325
7/9/2016 0:00,1101
7/10/2016 0:00,694
7/11/2016 0:00,669
7/12/2016 0:00,1316
7/13/2016 0:00,1235
7/14/2016 0:00,1218
7/15/2016 0:00,1262
7/16/2016 0:00,1168
7/17/2016 0:00,689
7/18/2016 0:00,688
7/19/2016 0:00,1247
7/20/2016 0:00,1287
7/21/2016 0:00,1300
7/22/2016 0:00,1243
7/23/2016 0:00,1227
7/24/2016 0:00,696
7/25/2016 0:00,691
7/26/2016 0:00,1270
7/27/2016 0:00,1238
7/28/2016 0:00,1195
7/29/2016 0:00,1325
7/30/2016 0:00,1291
7/31/2016 0:00,738
8/1/2016 0:00,623
8/2/2016 0:00,1259
8/3/2016 0:00,1157
8/4/2016 0:00,1073
8/5/2016 0:00,1170
8/6/2016 0:00,1172
8/7/2016 0:00,654
8/8/2016 0:00,655
8/9/2016 0:00,1174
8/10/2016 0:00,1082
8/11/2016 0:00,1083
8/12/2016 0:00,1198
8/13/2016 0:00,1147
8/14/2016 0:00,638
8/15/2016 0:00,607
8/16/2016 0:00,1053
8/17/2016 0:00,1030
8/18/2016 0:00,1072
8/19/2016 0:00,1205
