allDate,prevDay,prevWeek,avgTemp,wF,MonMed,classSession,dayType,season
4/29/2009 0:00,17.79143541,15.14164716,77,14.76310598,14.76310598,1,wk,Spring
4/30/2009 0:00,14.76310598,15.89872951,79,15.52018834,14.76310598,1,wk,Spring
5/1/2009 0:00,15.52018834,13.24894126,80,14.00602362,7.192282399,1,wk,Spring
5/2/2009 0:00,14.00602362,6.81374122,79.5,6.435200042,7.192282399,1,wknd,Spring
5/3/2009 0:00,6.435200042,8.706447115,74,8.706447115,7.192282399,1,wknd,Spring
5/4/2009 0:00,8.706447115,15.14164716,70,14.76310598,7.192282399,1,wk,Spring
5/5/2009 0:00,14.76310598,17.79143541,80,17.41289423,7.192282399,1,wk,Spring
5/6/2009 0:00,17.41289423,14.76310598,82.5,15.14164716,7.192282399,1,wk,Spring
5/7/2009 0:00,15.14164716,15.52018834,83,14.3845648,7.192282399,1,wk,Spring
5/8/2009 0:00,14.3845648,14.00602362,85.5,14.76310598,7.192282399,1,wk,Spring
5/9/2009 0:00,14.76310598,6.435200042,83,6.81374122,7.192282399,1,wknd,Spring
5/10/2009 0:00,6.81374122,8.706447115,83,7.570823578,7.192282399,1,wknd,Spring
5/11/2009 0:00,7.570823578,14.76310598,83.5,12.87040008,7.192282399,1,wk,Spring
5/12/2009 0:00,12.87040008,17.41289423,83.5,15.52018834,7.192282399,1,wk,Spring
5/13/2009 0:00,15.52018834,15.14164716,85,13.62748244,7.192282399,1,wk,Spring
5/14/2009 0:00,13.62748244,14.3845648,82.5,13.62748244,7.192282399,1,wk,Spring
5/15/2009 0:00,13.62748244,14.76310598,83,14.76310598,7.192282399,1,wk,Spring
5/16/2009 0:00,14.76310598,6.81374122,72.5,7.192282399,7.192282399,1,wknd,Spring
5/17/2009 0:00,7.192282399,7.570823578,68.5,6.056658863,7.192282399,1,wknd,Spring
5/18/2009 0:00,6.056658863,12.87040008,68,8.706447115,7.192282399,1,wk,Spring
5/19/2009 0:00,8.706447115,15.52018834,67.5,9.842070652,7.192282399,1,wk,Spring
5/20/2009 0:00,9.842070652,13.62748244,70.5,5.678117684,7.192282399,1,wk,Spring
5/21/2009 0:00,5.678117684,13.62748244,73,1.514164716,7.192282399,1,wk,Spring
5/22/2009 0:00,1.514164716,14.76310598,78.5,3.40687061,7.192282399,1,wk,Spring
5/23/2009 0:00,3.40687061,7.192282399,75,1.135623537,7.192282399,1,wknd,Spring
5/24/2009 0:00,1.135623537,6.056658863,75,0.757082358,7.192282399,0,wknd,Spring
5/25/2009 0:00,0.757082358,8.706447115,78,0.757082358,7.192282399,0,wk,Spring
5/26/2009 0:00,0.757082358,9.842070652,82.5,7.192282399,7.192282399,0,wk,Spring
5/27/2009 0:00,7.192282399,5.678117684,79.5,4.921035326,7.192282399,0,wk,Spring
5/28/2009 0:00,4.921035326,1.514164716,80,4.163952968,7.192282399,0,wk,Spring
5/29/2009 0:00,4.163952968,3.40687061,82,6.81374122,7.192282399,0,wk,Spring
5/30/2009 0:00,6.81374122,1.135623537,81.5,0.757082358,7.192282399,0,wknd,Spring
5/31/2009 0:00,0.757082358,0.757082358,81,1.135623537,7.192282399,0,wknd,Spring
6/1/2009 0:00,1.135623537,0.757082358,80,5.299576505,9.274258883,0,wk,Summer
6/2/2009 0:00,5.299576505,7.192282399,84,7.570823578,9.274258883,0,wk,Summer
6/3/2009 0:00,7.570823578,4.921035326,80,5.678117684,9.274258883,0,wk,Summer
6/4/2009 0:00,5.678117684,4.163952968,78.5,8.327905936,9.274258883,0,wk,Summer
6/5/2009 0:00,8.327905936,6.81374122,77.5,7.949364757,9.274258883,0,wk,Summer
6/6/2009 0:00,7.949364757,0.757082358,83.5,5.299576505,9.274258883,0,wknd,Summer
6/7/2009 0:00,5.299576505,1.135623537,82.5,9.084988294,9.274258883,0,wknd,Summer
6/8/2009 0:00,9.084988294,5.299576505,84,9.842070652,9.274258883,0,wk,Summer
6/9/2009 0:00,9.842070652,7.570823578,84.5,14.3845648,9.274258883,0,wk,Summer
6/10/2009 0:00,14.3845648,5.678117684,88,12.4918589,9.274258883,0,wk,Summer
6/11/2009 0:00,12.4918589,8.327905936,84.5,11.35623537,9.274258883,0,wk,Summer
